Model,Year,Transmission,FuelType,maker,Mpg,EngineSize
 Citigo,2014,Manual,Petrol,skoda,68.9,1.0
 Citigo,2015,Automatic,Petrol,skoda,64.2,1.0
 Citigo,2015,Manual,Petrol,skoda,62.8,1.0
 Citigo,2015,Manual,Petrol,skoda,67.3,1.0
 Citigo,2015,Manual,Petrol,skoda,68.9,1.0
 Citigo,2016,Automatic,Petrol,skoda,64.2,1.0
 Citigo,2016,Automatic,Petrol,skoda,65.7,1.0
 Citigo,2016,Manual,Petrol,skoda,62.8,1.0
 Citigo,2016,Manual,Petrol,skoda,64.2,1.0
 Citigo,2016,Manual,Petrol,skoda,67.3,1.0
 Citigo,2016,Manual,Petrol,skoda,68.9,1.0
 Citigo,2016,Semi-Auto,Petrol,skoda,62.8,1.0
 Citigo,2017,Automatic,Petrol,skoda,64.2,1.0
 Citigo,2017,Automatic,Petrol,skoda,65.7,1.0
 Citigo,2017,Manual,Petrol,skoda,62.8,1.0
 Citigo,2017,Manual,Petrol,skoda,64.2,1.0
 Citigo,2017,Manual,Petrol,skoda,67.3,1.0
 Citigo,2017,Manual,Petrol,skoda,68.9,1.0
 Citigo,2018,Automatic,Petrol,skoda,64.2,1.0
 Citigo,2018,Automatic,Petrol,skoda,65.7,1.0
 Citigo,2018,Manual,Petrol,skoda,64.2,1.0
 Citigo,2018,Manual,Petrol,skoda,65.7,1.0
 Citigo,2018,Manual,Petrol,skoda,67.3,1.0
 Citigo,2018,Manual,Petrol,skoda,68.9,1.0
 Citigo,2019,Manual,Petrol,skoda,65.7,1.0
 Citigo,2019,Manual,Petrol,skoda,67.3,1.0
 Combo Life,2018,Manual,Diesel,vauxhall,53.3,1.5
 Combo Life,2019,Automatic,Diesel,vauxhall,50.4,1.5
 Combo Life,2019,Manual,Diesel,vauxhall,50.4,1.5
 Combo Life,2019,Manual,Diesel,vauxhall,53.3,1.5
 Combo Life,2019,Manual,Petrol,vauxhall,42.2,1.2
 Combo Life,2020,Manual,Diesel,vauxhall,50.4,1.5
 Combo Life,2020,Manual,Petrol,vauxhall,42.2,1.2
 Combo Life,2020,Semi-Auto,Petrol,vauxhall,40.4,1.2
 Corolla,2001,Automatic,Petrol,toyota,35.3,1.6
 Corolla,2003,Automatic,Petrol,toyota,34.5,1.8
 Corolla,2003,Manual,Petrol,toyota,39.2,1.6
 Corolla,2004,Manual,Petrol,toyota,36.7,1.8
 Corolla,2004,Manual,Petrol,toyota,37.2,1.8
 Corolla,2005,Manual,Diesel,toyota,58.9,1.4
 Corolla,2005,Manual,Petrol,toyota,36.7,1.8
 Corolla,2005,Manual,Petrol,toyota,40.4,1.6
 Corolla,2007,Manual,Petrol,toyota,36.7,1.8
 Corolla,2008,Manual,Petrol,toyota,36.7,1.8
 Corolla,2019,Automatic,Hybrid,toyota,57.7,1.8
 Corolla,2019,Automatic,Hybrid,toyota,58.9,1.8
 Corolla,2019,Automatic,Hybrid,toyota,72.4,2.0
 Corolla,2019,Automatic,Hybrid,toyota,78.5,1.8
 Corolla,2019,Automatic,Hybrid,toyota,85.6,1.8
 Corolla,2019,Automatic,Other,toyota,85.6,1.8
 Corolla,2019,Manual,Petrol,toyota,39.2,1.2
 Corolla,2020,Automatic,Hybrid,toyota,53.3,2.0
 Corolla,2020,Automatic,Hybrid,toyota,56.5,1.8
 Corolla,2020,Automatic,Hybrid,toyota,57.7,1.8
 Corolla,2020,Automatic,Hybrid,toyota,58.9,1.8
 Corolla,2020,Automatic,Hybrid,toyota,62.8,1.8
 Corolla,2020,Automatic,Hybrid,toyota,72.4,2.0
 Corolla,2020,Automatic,Other,toyota,53.3,2.0
 Corolla,2020,Manual,Petrol,toyota,39.2,1.2
 Corsa,2001,Semi-Auto,Petrol,vauxhall,45.6,1.2
 Corsa,2002,Manual,Petrol,vauxhall,44.8,1.2
 Corsa,2002,Manual,Petrol,vauxhall,50.4,1.0
 Corsa,2002,Semi-Auto,Petrol,vauxhall,45.6,1.2
 Corsa,2003,Manual,Petrol,vauxhall,44.8,1.2
 Corsa,2004,Manual,Petrol,vauxhall,44.8,1.2
 Corsa,2004,Manual,Petrol,vauxhall,47.1,1.1
 Corsa,2004,Manual,Petrol,vauxhall,48.7,1.2
 Corsa,2004,Manual,Petrol,vauxhall,53.3,1.0
 Corsa,2005,Automatic,Petrol,vauxhall,38.2,1.4
 Corsa,2005,Manual,Petrol,vauxhall,48.7,1.2
 Corsa,2006,Automatic,Petrol,vauxhall,38.2,1.4
 Corsa,2006,Manual,Petrol,vauxhall,48.7,1.2
 Corsa,2007,Manual,Petrol,vauxhall,45.6,1.4
 Corsa,2007,Manual,Petrol,vauxhall,47.9,1.4
 Corsa,2008,Automatic,Petrol,vauxhall,40.9,1.4
 Corsa,2008,Automatic,Petrol,vauxhall,42.8,1.4
 Corsa,2008,Manual,Diesel,vauxhall,58.9,1.2
 Corsa,2008,Manual,Diesel,vauxhall,62.8,1.2
 Corsa,2008,Manual,Petrol,vauxhall,45.6,1.4
 Corsa,2008,Manual,Petrol,vauxhall,46.3,1.2
 Corsa,2008,Manual,Petrol,vauxhall,47.9,1.4
 Corsa,2008,Manual,Petrol,vauxhall,48.7,1.2
 Corsa,2009,Manual,Diesel,vauxhall,62.8,1.2
 Corsa,2009,Manual,Petrol,vauxhall,45.6,1.4
 Corsa,2009,Manual,Petrol,vauxhall,46.3,1.2
 Corsa,2009,Manual,Petrol,vauxhall,47.9,1.4
 Corsa,2009,Manual,Petrol,vauxhall,48.7,1.2
 Corsa,2010,Automatic,Petrol,vauxhall,47.9,1.4
 Corsa,2010,Manual,Diesel,vauxhall,67.3,1.2
 Corsa,2010,Manual,Diesel,vauxhall,76.3,1.2
 Corsa,2010,Manual,Petrol,vauxhall,38.7,1.6
 Corsa,2010,Manual,Petrol,vauxhall,48.7,1.2
 Corsa,2010,Manual,Petrol,vauxhall,51.4,1.4
 Corsa,2010,Manual,Petrol,vauxhall,53.3,1.2
 Corsa,2011,Automatic,Petrol,vauxhall,44.8,1.4
 Corsa,2011,Automatic,Petrol,vauxhall,46.3,1.4
 Corsa,2011,Automatic,Petrol,vauxhall,49.6,1.4
 Corsa,2011,Manual,Diesel,vauxhall,61.4,1.7
 Corsa,2011,Manual,Diesel,vauxhall,64.2,1.2
 Corsa,2011,Manual,Petrol,vauxhall,49.6,1.4
 Corsa,2011,Manual,Petrol,vauxhall,51.4,1.4
 Corsa,2011,Manual,Petrol,vauxhall,53.3,1.2
 Corsa,2011,Manual,Petrol,vauxhall,55.4,1.2
 Corsa,2012,Automatic,Petrol,vauxhall,44.8,1.4
 Corsa,2012,Manual,Diesel,vauxhall,67.3,1.2
 Corsa,2012,Manual,Diesel,vauxhall,70.6,1.2
 Corsa,2012,Manual,Petrol,vauxhall,37.2,1.6
 Corsa,2012,Manual,Petrol,vauxhall,38.7,1.6
 Corsa,2012,Manual,Petrol,vauxhall,51.4,1.2
 Corsa,2012,Manual,Petrol,vauxhall,53.3,1.2
 Corsa,2012,Manual,Petrol,vauxhall,55.4,1.0
 Corsa,2013,Automatic,Petrol,vauxhall,44.8,1.4
 Corsa,2013,Manual,Diesel,vauxhall,64.2,1.3
 Corsa,2013,Manual,Diesel,vauxhall,67.3,1.2
 Corsa,2013,Manual,Diesel,vauxhall,83.1,1.3
 Corsa,2013,Manual,Petrol,vauxhall,37.2,1.6
 Corsa,2013,Manual,Petrol,vauxhall,44.1,1.2
 Corsa,2013,Manual,Petrol,vauxhall,51.4,1.2
 Corsa,2013,Manual,Petrol,vauxhall,55.4,1.0
 Corsa,2014,Automatic,Petrol,vauxhall,44.8,1.4
 Corsa,2014,Automatic,Petrol,vauxhall,46.3,1.4
 Corsa,2014,Manual,Diesel,vauxhall,64.2,1.3
 Corsa,2014,Manual,Diesel,vauxhall,67.3,1.3
 Corsa,2014,Manual,Diesel,vauxhall,85.6,1.2
 Corsa,2014,Manual,Petrol,vauxhall,38.7,1.6
 Corsa,2014,Manual,Petrol,vauxhall,43.5,1.4
 Corsa,2014,Manual,Petrol,vauxhall,51.4,1.2
 Corsa,2014,Manual,Petrol,vauxhall,53.3,1.2
 Corsa,2014,Manual,Petrol,vauxhall,54.3,1.4
 Corsa,2014,Manual,Petrol,vauxhall,55.4,1.0
 Corsa,2014,Manual,Petrol,vauxhall,56.5,1.0
 Corsa,2015,Automatic,Petrol,vauxhall,47.1,1.4
 Corsa,2015,Automatic,Petrol,vauxhall,47.9,1.4
 Corsa,2015,Automatic,Petrol,vauxhall,53.3,1.2
 Corsa,2015,Manual,Diesel,vauxhall,67.3,1.3
 Corsa,2015,Manual,Diesel,vauxhall,74.3,1.3
 Corsa,2015,Manual,Diesel,vauxhall,76.3,1.3
 Corsa,2015,Manual,Diesel,vauxhall,83.1,1.3
 Corsa,2015,Manual,Diesel,vauxhall,85.6,1.3
 Corsa,2015,Manual,Diesel,vauxhall,88.3,1.3
 Corsa,2015,Manual,Petrol,vauxhall,37.2,1.6
 Corsa,2015,Manual,Petrol,vauxhall,37.7,1.6
 Corsa,2015,Manual,Petrol,vauxhall,51.4,1.2
 Corsa,2015,Manual,Petrol,vauxhall,52.3,1.2
 Corsa,2015,Manual,Petrol,vauxhall,53.3,1.2
 Corsa,2015,Manual,Petrol,vauxhall,54.3,1.4
 Corsa,2015,Manual,Petrol,vauxhall,55.4,1.4
 Corsa,2015,Manual,Petrol,vauxhall,56.5,1.0
 Corsa,2015,Manual,Petrol,vauxhall,57.6,1.0
 Corsa,2015,Manual,Petrol,vauxhall,64.2,1.0
 Corsa,2015,Manual,Petrol,vauxhall,65.7,1.0
 Corsa,2016,Automatic,Petrol,vauxhall,47.1,1.4
 Corsa,2016,Automatic,Petrol,vauxhall,47.9,1.4
 Corsa,2016,Automatic,Petrol,vauxhall,55.4,1.4
 Corsa,2016,Manual,Diesel,vauxhall,76.3,1.3
 Corsa,2016,Manual,Diesel,vauxhall,78.5,1.2
 Corsa,2016,Manual,Diesel,vauxhall,83.1,1.3
 Corsa,2016,Manual,Diesel,vauxhall,85.6,1.3
 Corsa,2016,Manual,Diesel,vauxhall,88.3,1.3
 Corsa,2016,Manual,Petrol,vauxhall,37.7,1.6
 Corsa,2016,Manual,Petrol,vauxhall,48.7,1.4
 Corsa,2016,Manual,Petrol,vauxhall,49.6,1.4
 Corsa,2016,Manual,Petrol,vauxhall,53.3,1.2
 Corsa,2016,Manual,Petrol,vauxhall,54.3,1.4
 Corsa,2016,Manual,Petrol,vauxhall,54.4,1.4
 Corsa,2016,Manual,Petrol,vauxhall,55.4,1.4
 Corsa,2016,Manual,Petrol,vauxhall,57.6,1.0
 Corsa,2016,Manual,Petrol,vauxhall,57.7,1.0
 Corsa,2016,Manual,Petrol,vauxhall,65.7,1.0
 Corsa,2016,Manual,Petrol,vauxhall,67.7,1.0
 Corsa,2016,Semi-Auto,Diesel,vauxhall,85.6,1.2
 Corsa,2016,Semi-Auto,Petrol,vauxhall,58.9,1.4
 Corsa,2016,Semi-Auto,Petrol,vauxhall,60.1,1.4
 Corsa,2017,Automatic,Petrol,vauxhall,47.1,1.4
 Corsa,2017,Automatic,Petrol,vauxhall,47.9,1.4
 Corsa,2017,Manual,Diesel,vauxhall,72.4,1.3
 Corsa,2017,Manual,Diesel,vauxhall,78.5,1.2
 Corsa,2017,Manual,Diesel,vauxhall,80.7,1.2
 Corsa,2017,Manual,Diesel,vauxhall,85.6,1.2
 Corsa,2017,Manual,Petrol,vauxhall,37.7,1.6
 Corsa,2017,Manual,Petrol,vauxhall,47.9,1.4
 Corsa,2017,Manual,Petrol,vauxhall,48.7,1.4
 Corsa,2017,Manual,Petrol,vauxhall,49.6,1.4
 Corsa,2017,Manual,Petrol,vauxhall,54.3,1.4
 Corsa,2017,Manual,Petrol,vauxhall,54.4,1.4
 Corsa,2017,Manual,Petrol,vauxhall,55.4,1.4
 Corsa,2017,Manual,Petrol,vauxhall,57.6,1.0
 Corsa,2017,Manual,Petrol,vauxhall,57.7,1.0
 Corsa,2017,Manual,Petrol,vauxhall,61.4,1.0
 Corsa,2017,Manual,Petrol,vauxhall,78.5,1.4
 Corsa,2018,Automatic,Petrol,vauxhall,39.8,1.4
 Corsa,2018,Automatic,Petrol,vauxhall,47.1,1.4
 Corsa,2018,Automatic,Petrol,vauxhall,47.9,1.4
 Corsa,2018,Manual,Diesel,vauxhall,72.4,1.3
 Corsa,2018,Manual,Diesel,vauxhall,80.7,1.2
 Corsa,2018,Manual,Petrol,vauxhall,43.5,1.4
 Corsa,2018,Manual,Petrol,vauxhall,48.7,1.4
 Corsa,2018,Manual,Petrol,vauxhall,49.6,1.4
 Corsa,2018,Manual,Petrol,vauxhall,54.3,1.4
 Corsa,2018,Manual,Petrol,vauxhall,55.4,1.4
 Corsa,2018,Manual,Petrol,vauxhall,57.7,1.0
 Corsa,2018,Manual,Petrol,vauxhall,61.4,1.0
 Corsa,2019,Automatic,Petrol,vauxhall,39.8,1.4
 Corsa,2019,Automatic,Petrol,vauxhall,40.9,1.4
 Corsa,2019,Automatic,Petrol,vauxhall,43.5,1.4
 Corsa,2019,Manual,Petrol,vauxhall,43.5,1.4
 Corsa,2019,Manual,Petrol,vauxhall,44.8,1.4
 Corsa,2019,Manual,Petrol,vauxhall,52.3,1.2
 Corsa,2019,Manual,Petrol,vauxhall,53.3,1.2
 Corsa,2019,Manual,Petrol,vauxhall,54.3,1.4
 Corsa,2019,Manual,Petrol,vauxhall,55.4,1.4
 Corsa,2019,Manual,Petrol,vauxhall,56.5,1.0
 Corsa,2020,Automatic,Petrol,vauxhall,48.7,1.2
 Corsa,2020,Manual,Diesel,vauxhall,70.6,1.5
 Corsa,2020,Manual,Petrol,vauxhall,43.5,1.4
 Corsa,2020,Manual,Petrol,vauxhall,52.3,1.2
 Corsa,2020,Manual,Petrol,vauxhall,53.3,1.2
 Crossland X,2017,Automatic,Petrol,vauxhall,52.3,1.2
 Crossland X,2017,Manual,Diesel,vauxhall,70.6,1.6
 Crossland X,2017,Manual,Diesel,vauxhall,78.5,1.6
 Crossland X,2017,Manual,Petrol,vauxhall,54.3,1.2
 Crossland X,2017,Manual,Petrol,vauxhall,55.4,1.2
 Crossland X,2017,Manual,Petrol,vauxhall,57.7,1.2
 Crossland X,2017,Manual,Petrol,vauxhall,58.9,1.2
 Crossland X,2017,Semi-Auto,Petrol,vauxhall,52.3,1.2
 Crossland X,2018,Automatic,Petrol,vauxhall,44.8,1.2
 Crossland X,2018,Automatic,Petrol,vauxhall,52.3,1.2
 Crossland X,2018,Manual,Diesel,vauxhall,62.8,1.5
 Crossland X,2018,Manual,Diesel,vauxhall,70.6,1.6
 Crossland X,2018,Manual,Diesel,vauxhall,78.5,1.6
 Crossland X,2018,Manual,Petrol,vauxhall,42.2,1.2
 Crossland X,2018,Manual,Petrol,vauxhall,44.8,1.2
 Crossland X,2018,Manual,Petrol,vauxhall,47.1,1.2
 Crossland X,2018,Manual,Petrol,vauxhall,54.3,1.2
 Crossland X,2018,Manual,Petrol,vauxhall,55.4,1.2
 Crossland X,2018,Manual,Petrol,vauxhall,57.7,1.2
 Crossland X,2018,Manual,Petrol,vauxhall,58.9,1.2
 Crossland X,2018,Semi-Auto,Petrol,vauxhall,44.8,1.2
 Crossland X,2018,Semi-Auto,Petrol,vauxhall,52.3,1.2
 Crossland X,2019,Automatic,Diesel,vauxhall,55.4,1.5
 Crossland X,2019,Automatic,Petrol,vauxhall,42.2,1.2
 Crossland X,2019,Automatic,Petrol,vauxhall,44.1,1.2
 Crossland X,2019,Automatic,Petrol,vauxhall,44.8,1.2
 Crossland X,2019,Manual,Diesel,vauxhall,55.4,1.5
 Crossland X,2019,Manual,Diesel,vauxhall,60.1,1.5
 Crossland X,2019,Manual,Diesel,vauxhall,61.4,1.5
 Crossland X,2019,Manual,Diesel,vauxhall,62.8,1.5
 Crossland X,2019,Manual,Diesel,vauxhall,70.6,1.6
 Crossland X,2019,Manual,Diesel,vauxhall,76.4,1.6
 Crossland X,2019,Manual,Diesel,vauxhall,78.5,1.6
 Crossland X,2019,Manual,Petrol,vauxhall,44.8,1.2
 Crossland X,2019,Manual,Petrol,vauxhall,46.3,1.2
 Crossland X,2019,Manual,Petrol,vauxhall,47.1,1.2
 Crossland X,2019,Manual,Petrol,vauxhall,47.9,1.2
 Crossland X,2019,Semi-Auto,Diesel,vauxhall,55.4,1.5
 Crossland X,2019,Semi-Auto,Petrol,vauxhall,42.2,1.2
 Crossland X,2019,Semi-Auto,Petrol,vauxhall,44.1,1.2
 Crossland X,2019,Semi-Auto,Petrol,vauxhall,44.8,1.2
 Crossland X,2020,Automatic,Diesel,vauxhall,55.4,1.5
 Crossland X,2020,Automatic,Petrol,vauxhall,44.1,1.2
 Crossland X,2020,Manual,Diesel,vauxhall,60.1,1.5
 Crossland X,2020,Manual,Diesel,vauxhall,61.4,1.5
 Crossland X,2020,Manual,Petrol,vauxhall,46.3,1.2
 Crossland X,2020,Manual,Petrol,vauxhall,47.1,1.2
 Crossland X,2020,Manual,Petrol,vauxhall,47.9,1.2
 Crossland X,2020,Semi-Auto,Diesel,vauxhall,55.4,1.5
 Crossland X,2020,Semi-Auto,Petrol,vauxhall,44.1,1.2
 E Class,2001,Automatic,Petrol,merc,29.4,2.0
 E Class,2005,Automatic,Petrol,merc,32.5,1.8
 E Class,2006,Automatic,Diesel,merc,34.9,3.0
 E Class,2007,Automatic,Diesel,merc,37.2,3.0
 E Class,2008,Semi-Auto,Petrol,merc,19.8,6.2
 E Class,2009,Automatic,Diesel,merc,27.7,3.0
 E Class,2009,Automatic,Diesel,merc,34.9,3.0
 E Class,2009,Automatic,Diesel,merc,44.1,2.1
 E Class,2010,Automatic,Diesel,merc,39.8,3.0
 E Class,2010,Automatic,Diesel,merc,44.1,2.1
 E Class,2010,Automatic,Diesel,merc,45.6,3.0
 E Class,2010,Automatic,Diesel,merc,47.1,2.1
 E Class,2010,Automatic,Diesel,merc,48.7,2.1
 E Class,2010,Manual,Petrol,merc,35.3,1.8
 E Class,2011,Automatic,Diesel,merc,43.5,3.0
 E Class,2011,Automatic,Diesel,merc,44.1,3.0
 E Class,2011,Automatic,Diesel,merc,45.6,3.0
 E Class,2011,Automatic,Diesel,merc,47.1,3.0
 E Class,2011,Automatic,Diesel,merc,53.3,2.1
 E Class,2011,Automatic,Diesel,merc,55.4,2.1
 E Class,2011,Manual,Diesel,merc,52.3,2.1
 E Class,2012,Automatic,Diesel,merc,47.1,3.0
 E Class,2012,Automatic,Diesel,merc,53.3,2.1
 E Class,2012,Automatic,Diesel,merc,55.4,2.1
 E Class,2012,Automatic,Diesel,merc,57.6,2.1
 E Class,2013,Automatic,Diesel,merc,45.6,3.0
 E Class,2013,Automatic,Diesel,merc,47.1,3.0
 E Class,2013,Automatic,Diesel,merc,47.9,3.0
 E Class,2013,Automatic,Diesel,merc,49.6,3.0
 E Class,2013,Automatic,Diesel,merc,51.4,2.1
 E Class,2013,Automatic,Diesel,merc,52.3,2.1
 E Class,2013,Automatic,Diesel,merc,53.5,2.1
 E Class,2013,Automatic,Diesel,merc,54.3,2.1
 E Class,2013,Automatic,Diesel,merc,55.4,2.1
 E Class,2013,Automatic,Diesel,merc,57.6,2.1
 E Class,2013,Automatic,Diesel,merc,57.7,2.1
 E Class,2013,Automatic,Diesel,merc,58.9,2.1
 E Class,2013,Automatic,Hybrid,merc,62.8,2.1
 E Class,2013,Automatic,Hybrid,merc,68.9,2.1
 E Class,2013,Automatic,Petrol,merc,37.2,3.0
 E Class,2013,Automatic,Petrol,merc,41.5,1.8
 E Class,2013,Automatic,Petrol,merc,42.2,1.8
 E Class,2013,Manual,Diesel,merc,51.4,2.1
 E Class,2013,Manual,Diesel,merc,52.3,2.1
 E Class,2013,Semi-Auto,Diesel,merc,45.6,3.0
 E Class,2013,Semi-Auto,Diesel,merc,47.9,3.0
 E Class,2013,Semi-Auto,Diesel,merc,49.6,3.0
 E Class,2013,Semi-Auto,Diesel,merc,51.4,2.1
 E Class,2013,Semi-Auto,Diesel,merc,52.3,2.1
 E Class,2013,Semi-Auto,Diesel,merc,55.4,2.1
 E Class,2013,Semi-Auto,Diesel,merc,57.7,2.1
 E Class,2013,Semi-Auto,Diesel,merc,58.9,2.1
 E Class,2014,Automatic,Diesel,merc,45.6,3.0
 E Class,2014,Automatic,Diesel,merc,47.1,3.0
 E Class,2014,Automatic,Diesel,merc,49.6,3.0
 E Class,2014,Automatic,Diesel,merc,51.4,2.1
 E Class,2014,Automatic,Diesel,merc,52.3,2.1
 E Class,2014,Automatic,Diesel,merc,54.3,3.0
 E Class,2014,Automatic,Diesel,merc,55.4,2.1
 E Class,2014,Automatic,Diesel,merc,56.5,2.1
 E Class,2014,Automatic,Diesel,merc,57.7,2.1
 E Class,2014,Automatic,Diesel,merc,58.9,2.1
 E Class,2014,Automatic,Diesel,merc,64.2,2.1
 E Class,2014,Automatic,Hybrid,merc,64.2,2.1
 E Class,2014,Automatic,Petrol,merc,35.8,3.0
 E Class,2014,Automatic,Petrol,merc,47.9,2.0
 E Class,2014,Manual,Diesel,merc,54.3,2.1
 E Class,2014,Semi-Auto,Diesel,merc,45.6,3.0
 E Class,2014,Semi-Auto,Diesel,merc,47.1,3.0
 E Class,2014,Semi-Auto,Diesel,merc,47.9,3.0
 E Class,2014,Semi-Auto,Diesel,merc,54.3,2.1
 E Class,2014,Semi-Auto,Diesel,merc,57.7,2.1
 E Class,2014,Semi-Auto,Diesel,merc,58.9,2.1
 E Class,2014,Semi-Auto,Hybrid,merc,67.3,2.1
 E Class,2015,Automatic,Diesel,merc,50.4,3.0
 E Class,2015,Automatic,Diesel,merc,51.4,3.0
 E Class,2015,Automatic,Diesel,merc,53.3,3.0
 E Class,2015,Automatic,Diesel,merc,54.3,3.0
 E Class,2015,Automatic,Diesel,merc,55.4,2.1
 E Class,2015,Automatic,Diesel,merc,56.5,2.1
 E Class,2015,Automatic,Diesel,merc,57.7,2.1
 E Class,2015,Automatic,Diesel,merc,58.9,2.1
 E Class,2015,Automatic,Diesel,merc,60.1,2.1
 E Class,2015,Automatic,Diesel,merc,61.4,2.1
 E Class,2015,Automatic,Diesel,merc,64.2,2.1
 E Class,2015,Automatic,Petrol,merc,28.8,5.5
 E Class,2015,Automatic,Petrol,merc,29.1,5.5
 E Class,2015,Automatic,Petrol,merc,37.7,3.5
 E Class,2015,Automatic,Petrol,merc,46.3,2.0
 E Class,2015,Manual,Diesel,merc,60.1,2.1
 E Class,2015,Semi-Auto,Diesel,merc,51.4,3.0
 E Class,2015,Semi-Auto,Diesel,merc,53.3,3.0
 E Class,2015,Semi-Auto,Diesel,merc,54.3,3.0
 E Class,2015,Semi-Auto,Diesel,merc,55.4,2.1
 E Class,2015,Semi-Auto,Diesel,merc,56.5,2.1
 E Class,2015,Semi-Auto,Diesel,merc,57.7,2.1
 E Class,2015,Semi-Auto,Diesel,merc,58.9,2.1
 E Class,2015,Semi-Auto,Diesel,merc,60.1,2.1
 E Class,2015,Semi-Auto,Diesel,merc,61.4,2.1
 E Class,2015,Semi-Auto,Diesel,merc,64.2,2.1
 E Class,2015,Semi-Auto,Petrol,merc,37.7,3.5
 E Class,2015,Semi-Auto,Petrol,merc,39.2,3.5
 E Class,2016,Automatic,Diesel,merc,50.4,3.0
 E Class,2016,Automatic,Diesel,merc,51.4,3.0
 E Class,2016,Automatic,Diesel,merc,52.3,3.0
 E Class,2016,Automatic,Diesel,merc,53.3,3.0
 E Class,2016,Automatic,Diesel,merc,54.3,3.0
 E Class,2016,Automatic,Diesel,merc,56.5,2.1
 E Class,2016,Automatic,Diesel,merc,58.9,2.1
 E Class,2016,Automatic,Diesel,merc,60.1,2.1
 E Class,2016,Automatic,Diesel,merc,61.4,2.1
 E Class,2016,Automatic,Diesel,merc,65.7,2.0
 E Class,2016,Automatic,Diesel,merc,67.3,2.0
 E Class,2016,Automatic,Diesel,merc,72.4,2.0
 E Class,2016,Automatic,Petrol,merc,46.3,2.0
 E Class,2016,Semi-Auto,Diesel,merc,50.4,3.0
 E Class,2016,Semi-Auto,Diesel,merc,51.4,3.0
 E Class,2016,Semi-Auto,Diesel,merc,52.3,3.0
 E Class,2016,Semi-Auto,Diesel,merc,53.3,3.0
 E Class,2016,Semi-Auto,Diesel,merc,54.3,3.0
 E Class,2016,Semi-Auto,Diesel,merc,56.5,2.1
 E Class,2016,Semi-Auto,Diesel,merc,58.9,2.1
 E Class,2016,Semi-Auto,Diesel,merc,60.1,2.1
 E Class,2016,Semi-Auto,Diesel,merc,61.4,2.0
 E Class,2016,Semi-Auto,Diesel,merc,64.2,2.1
 E Class,2016,Semi-Auto,Diesel,merc,65.7,2.0
 E Class,2016,Semi-Auto,Diesel,merc,67.3,2.0
 E Class,2016,Semi-Auto,Diesel,merc,72.4,2.0
 E Class,2016,Semi-Auto,Petrol,merc,37.7,3.5
 E Class,2016,Semi-Auto,Petrol,merc,43.5,2.0
 E Class,2016,Semi-Auto,Petrol,merc,45.6,2.0
 E Class,2016,Semi-Auto,Petrol,merc,46.3,2.0
 E Class,2017,Automatic,Diesel,merc,51.4,3.0
 E Class,2017,Automatic,Diesel,merc,52.3,3.0
 E Class,2017,Automatic,Diesel,merc,54.3,3.0
 E Class,2017,Automatic,Diesel,merc,57.7,2.0
 E Class,2017,Automatic,Diesel,merc,58.9,2.0
 E Class,2017,Automatic,Diesel,merc,61.4,2.0
 E Class,2017,Automatic,Diesel,merc,65.7,2.0
 E Class,2017,Automatic,Diesel,merc,67.3,2.0
 E Class,2017,Automatic,Diesel,merc,70.6,2.0
 E Class,2017,Automatic,Diesel,merc,72.4,2.0
 E Class,2017,Automatic,Petrol,merc,32.8,3.0
 E Class,2017,Automatic,Petrol,merc,33.6,3.0
 E Class,2017,Automatic,Petrol,merc,40.4,2.0
 E Class,2017,Semi-Auto,Diesel,merc,41.5,3.0
 E Class,2017,Semi-Auto,Diesel,merc,50.4,3.0
 E Class,2017,Semi-Auto,Diesel,merc,51.4,3.0
 E Class,2017,Semi-Auto,Diesel,merc,52.3,3.0
 E Class,2017,Semi-Auto,Diesel,merc,54.3,3.0
 E Class,2017,Semi-Auto,Diesel,merc,56.5,2.1
 E Class,2017,Semi-Auto,Diesel,merc,58.9,2.0
 E Class,2017,Semi-Auto,Diesel,merc,61.4,2.0
 E Class,2017,Semi-Auto,Diesel,merc,65.7,2.0
 E Class,2017,Semi-Auto,Diesel,merc,67.3,2.0
 E Class,2017,Semi-Auto,Diesel,merc,70.6,2.0
 E Class,2017,Semi-Auto,Diesel,merc,72.4,2.0
 E Class,2017,Semi-Auto,Petrol,merc,31.0,4.0
 E Class,2017,Semi-Auto,Petrol,merc,32.8,3.0
 E Class,2017,Semi-Auto,Petrol,merc,33.6,3.0
 E Class,2017,Semi-Auto,Petrol,merc,40.4,2.0
 E Class,2018,Automatic,Diesel,merc,41.5,3.0
 E Class,2018,Automatic,Diesel,merc,42.8,3.0
 E Class,2018,Automatic,Diesel,merc,51.4,3.0
 E Class,2018,Automatic,Diesel,merc,57.7,2.0
 E Class,2018,Automatic,Diesel,merc,58.9,2.0
 E Class,2018,Automatic,Diesel,merc,61.4,2.0
 E Class,2018,Automatic,Diesel,merc,65.7,2.0
 E Class,2018,Automatic,Diesel,merc,67.3,2.0
 E Class,2018,Automatic,Diesel,merc,70.6,2.0
 E Class,2018,Automatic,Diesel,merc,72.4,2.0
 E Class,2018,Automatic,Petrol,merc,30.1,4.0
 E Class,2018,Automatic,Petrol,merc,32.1,4.0
 E Class,2018,Automatic,Petrol,merc,39.8,2.0
 E Class,2018,Automatic,Petrol,merc,40.4,2.0
 E Class,2018,Semi-Auto,Diesel,merc,41.5,3.0
 E Class,2018,Semi-Auto,Diesel,merc,42.8,3.0
