Model,Year,Transmission,FuelType,maker,Mpg,EngineSize
 1 Series,2004,Manual,Diesel,bmw,49.6,2.0
 1 Series,2005,Automatic,Diesel,bmw,42.8,2.0
 1 Series,2006,Manual,Diesel,bmw,49.6,2.0
 1 Series,2006,Manual,Petrol,bmw,37.7,1.6
 1 Series,2007,Manual,Diesel,bmw,57.6,2.0
 1 Series,2008,Manual,Diesel,bmw,54.3,2.0
 1 Series,2008,Manual,Diesel,bmw,58.9,2.0
 1 Series,2008,Manual,Diesel,bmw,62.8,2.0
 1 Series,2008,Manual,Petrol,bmw,42.8,2.0
 1 Series,2008,Manual,Petrol,bmw,44.1,2.0
 1 Series,2008,Manual,Petrol,bmw,48.7,1.6
 1 Series,2009,Automatic,Petrol,bmw,44.1,1.6
 1 Series,2009,Manual,Diesel,bmw,62.8,2.0
 1 Series,2009,Manual,Petrol,bmw,42.8,2.0
 1 Series,2009,Manual,Petrol,bmw,46.3,2.0
 1 Series,2010,Automatic,Diesel,bmw,52.3,2.0
 1 Series,2010,Automatic,Diesel,bmw,53.3,2.0
 1 Series,2010,Manual,Diesel,bmw,56.5,2.0
 1 Series,2010,Manual,Diesel,bmw,57.6,2.0
 1 Series,2010,Manual,Diesel,bmw,60.1,2.0
 1 Series,2010,Manual,Diesel,bmw,62.8,2.0
 1 Series,2011,Manual,Diesel,bmw,55.4,2.0
 1 Series,2011,Manual,Petrol,bmw,36.2,3.0
 1 Series,2011,Manual,Petrol,bmw,46.3,2.0
 1 Series,2012,Automatic,Diesel,bmw,51.4,2.0
 1 Series,2012,Automatic,Diesel,bmw,53.3,2.0
 1 Series,2012,Automatic,Diesel,bmw,62.8,2.0
 1 Series,2012,Automatic,Diesel,bmw,64.2,2.0
 1 Series,2012,Automatic,Petrol,bmw,48.7,1.6
 1 Series,2012,Manual,Diesel,bmw,56.5,2.0
 1 Series,2012,Manual,Diesel,bmw,58.9,2.0
 1 Series,2012,Manual,Diesel,bmw,60.1,2.0
 1 Series,2012,Manual,Diesel,bmw,62.8,2.0
 1 Series,2012,Manual,Petrol,bmw,49.6,1.6
 1 Series,2013,Automatic,Diesel,bmw,51.4,2.0
 1 Series,2013,Automatic,Diesel,bmw,53.3,2.0
 1 Series,2013,Automatic,Diesel,bmw,60.1,2.0
 1 Series,2013,Automatic,Diesel,bmw,62.8,2.0
 1 Series,2013,Automatic,Diesel,bmw,64.2,2.0
 1 Series,2013,Automatic,Petrol,bmw,37.7,3.0
 1 Series,2013,Automatic,Petrol,bmw,40.9,2.0
 1 Series,2013,Automatic,Petrol,bmw,48.7,1.6
 1 Series,2013,Manual,Diesel,bmw,57.6,2.0
 1 Series,2013,Manual,Diesel,bmw,58.9,2.0
 1 Series,2013,Manual,Diesel,bmw,60.1,2.0
 1 Series,2013,Manual,Diesel,bmw,62.8,2.0
 1 Series,2013,Manual,Diesel,bmw,64.2,2.0
 1 Series,2013,Manual,Diesel,bmw,65.7,2.0
 1 Series,2013,Manual,Diesel,bmw,68.9,2.0
 1 Series,2013,Manual,Diesel,bmw,74.3,1.6
 1 Series,2013,Manual,Petrol,bmw,33.2,3.0
 1 Series,2013,Manual,Petrol,bmw,35.3,3.0
 1 Series,2013,Manual,Petrol,bmw,42.8,2.0
 1 Series,2013,Manual,Petrol,bmw,47.9,1.6
 1 Series,2013,Manual,Petrol,bmw,48.7,2.0
 1 Series,2013,Manual,Petrol,bmw,49.6,1.6
 1 Series,2013,Manual,Petrol,bmw,50.4,1.6
 1 Series,2013,Manual,Petrol,bmw,51.4,1.6
 1 Series,2013,Manual,Petrol,bmw,52.3,1.6
 1 Series,2013,Semi-Auto,Diesel,bmw,60.1,2.0
 1 Series,2013,Semi-Auto,Diesel,bmw,64.2,2.0
 1 Series,2013,Semi-Auto,Petrol,bmw,37.7,3.0
 1 Series,2013,Semi-Auto,Petrol,bmw,48.7,1.6
 1 Series,2014,Automatic,Diesel,bmw,60.1,2.0
 1 Series,2014,Automatic,Diesel,bmw,64.2,2.0
 1 Series,2014,Automatic,Diesel,bmw,67.3,2.0
 1 Series,2014,Automatic,Diesel,bmw,68.9,2.0
 1 Series,2014,Automatic,Petrol,bmw,37.7,3.0
 1 Series,2014,Automatic,Petrol,bmw,48.7,1.6
 1 Series,2014,Automatic,Petrol,bmw,50.4,1.6
 1 Series,2014,Manual,Diesel,bmw,57.6,2.0
 1 Series,2014,Manual,Diesel,bmw,58.9,2.0
 1 Series,2014,Manual,Diesel,bmw,62.8,2.0
 1 Series,2014,Manual,Diesel,bmw,64.2,2.0
 1 Series,2014,Manual,Diesel,bmw,65.7,2.0
 1 Series,2014,Manual,Diesel,bmw,68.9,2.0
 1 Series,2014,Manual,Diesel,bmw,74.3,1.6
 1 Series,2014,Manual,Petrol,bmw,35.3,3.0
 1 Series,2014,Manual,Petrol,bmw,42.8,2.0
 1 Series,2014,Manual,Petrol,bmw,48.7,1.6
 1 Series,2014,Manual,Petrol,bmw,50.4,1.6
 1 Series,2014,Manual,Petrol,bmw,52.3,1.6
 1 Series,2014,Semi-Auto,Diesel,bmw,60.1,2.0
 1 Series,2014,Semi-Auto,Diesel,bmw,64.2,2.0
 1 Series,2014,Semi-Auto,Diesel,bmw,67.3,2.0
 1 Series,2014,Semi-Auto,Petrol,bmw,37.7,3.0
 1 Series,2014,Semi-Auto,Petrol,bmw,44.8,2.0
 1 Series,2014,Semi-Auto,Petrol,bmw,50.4,1.6
 1 Series,2015,Automatic,Diesel,bmw,60.1,2.0
 1 Series,2015,Automatic,Diesel,bmw,61.4,2.0
 1 Series,2015,Automatic,Diesel,bmw,62.8,2.0
 1 Series,2015,Automatic,Diesel,bmw,64.2,2.0
 1 Series,2015,Automatic,Diesel,bmw,65.7,2.0
 1 Series,2015,Automatic,Diesel,bmw,67.3,2.0
 1 Series,2015,Automatic,Diesel,bmw,68.9,1.5
 1 Series,2015,Automatic,Diesel,bmw,70.6,2.0
 1 Series,2015,Automatic,Diesel,bmw,72.4,1.5
 1 Series,2015,Automatic,Diesel,bmw,74.3,2.0
 1 Series,2015,Automatic,Petrol,bmw,37.7,3.0
 1 Series,2015,Automatic,Petrol,bmw,48.7,1.6
 1 Series,2015,Automatic,Petrol,bmw,50.4,1.6
 1 Series,2015,Manual,Diesel,bmw,57.6,2.0
 1 Series,2015,Manual,Diesel,bmw,58.9,2.0
 1 Series,2015,Manual,Diesel,bmw,62.8,2.0
 1 Series,2015,Manual,Diesel,bmw,64.2,2.0
 1 Series,2015,Manual,Diesel,bmw,65.7,2.0
 1 Series,2015,Manual,Diesel,bmw,68.9,2.0
 1 Series,2015,Manual,Diesel,bmw,70.6,1.5
 1 Series,2015,Manual,Diesel,bmw,72.4,1.5
 1 Series,2015,Manual,Diesel,bmw,74.3,1.6
 1 Series,2015,Manual,Diesel,bmw,78.5,1.5
 1 Series,2015,Manual,Diesel,bmw,83.1,1.5
 1 Series,2015,Manual,Petrol,bmw,35.3,3.0
 1 Series,2015,Manual,Petrol,bmw,48.7,1.6
 1 Series,2015,Manual,Petrol,bmw,49.6,1.6
 1 Series,2015,Manual,Petrol,bmw,50.4,1.6
 1 Series,2015,Manual,Petrol,bmw,51.4,1.6
 1 Series,2015,Manual,Petrol,bmw,52.3,1.5
 1 Series,2015,Manual,Petrol,bmw,53.3,1.5
 1 Series,2015,Manual,Petrol,bmw,56.5,1.5
 1 Series,2015,Semi-Auto,Diesel,bmw,60.1,2.0
 1 Series,2015,Semi-Auto,Diesel,bmw,61.4,2.0
 1 Series,2015,Semi-Auto,Diesel,bmw,62.8,2.0
 1 Series,2015,Semi-Auto,Diesel,bmw,64.2,2.0
 1 Series,2015,Semi-Auto,Diesel,bmw,67.3,2.0
 1 Series,2015,Semi-Auto,Diesel,bmw,68.9,1.5
 1 Series,2015,Semi-Auto,Diesel,bmw,72.4,1.5
 1 Series,2015,Semi-Auto,Diesel,bmw,78.5,1.5
 1 Series,2015,Semi-Auto,Petrol,bmw,37.7,3.0
 1 Series,2015,Semi-Auto,Petrol,bmw,47.9,1.6
 1 Series,2015,Semi-Auto,Petrol,bmw,48.7,1.6
 1 Series,2015,Semi-Auto,Petrol,bmw,49.6,1.6
 1 Series,2015,Semi-Auto,Petrol,bmw,54.3,1.5
 1 Series,2015,Semi-Auto,Petrol,bmw,58.9,1.5
 1 Series,2016,Automatic,Diesel,bmw,60.1,2.0
 1 Series,2016,Automatic,Diesel,bmw,62.8,2.0
 1 Series,2016,Automatic,Diesel,bmw,65.7,2.0
 1 Series,2016,Automatic,Diesel,bmw,67.3,2.0
 1 Series,2016,Automatic,Diesel,bmw,68.9,2.0
 1 Series,2016,Automatic,Diesel,bmw,70.6,2.0
 1 Series,2016,Automatic,Diesel,bmw,72.4,1.5
 1 Series,2016,Automatic,Diesel,bmw,74.3,2.0
 1 Series,2016,Automatic,Diesel,bmw,78.5,1.5
 1 Series,2016,Automatic,Petrol,bmw,37.7,3.0
 1 Series,2016,Automatic,Petrol,bmw,39.8,3.0
 1 Series,2016,Automatic,Petrol,bmw,43.5,2.0
 1 Series,2016,Automatic,Petrol,bmw,47.9,2.0
 1 Series,2016,Automatic,Petrol,bmw,54.3,1.5
 1 Series,2016,Automatic,Petrol,bmw,55.5,1.5
 1 Series,2016,Automatic,Petrol,bmw,58.9,1.5
 1 Series,2016,Manual,Diesel,bmw,62.8,2.0
 1 Series,2016,Manual,Diesel,bmw,65.7,2.0
 1 Series,2016,Manual,Diesel,bmw,68.9,2.0
 1 Series,2016,Manual,Diesel,bmw,70.6,1.5
 1 Series,2016,Manual,Diesel,bmw,72.4,1.5
 1 Series,2016,Manual,Diesel,bmw,78.5,1.5
 1 Series,2016,Manual,Diesel,bmw,83.1,1.5
 1 Series,2016,Manual,Petrol,bmw,35.3,3.0
 1 Series,2016,Manual,Petrol,bmw,36.2,3.0
 1 Series,2016,Manual,Petrol,bmw,46.3,2.0
 1 Series,2016,Manual,Petrol,bmw,47.1,1.6
 1 Series,2016,Manual,Petrol,bmw,52.3,1.5
 1 Series,2016,Manual,Petrol,bmw,53.3,1.5
 1 Series,2016,Manual,Petrol,bmw,56.5,1.5
 1 Series,2016,Semi-Auto,Diesel,bmw,60.1,2.0
 1 Series,2016,Semi-Auto,Diesel,bmw,61.4,2.0
 1 Series,2016,Semi-Auto,Diesel,bmw,62.8,2.0
 1 Series,2016,Semi-Auto,Diesel,bmw,65.7,2.0
 1 Series,2016,Semi-Auto,Diesel,bmw,67.3,2.0
 1 Series,2016,Semi-Auto,Diesel,bmw,68.9,1.5
 1 Series,2016,Semi-Auto,Diesel,bmw,70.6,2.0
 1 Series,2016,Semi-Auto,Diesel,bmw,78.5,1.5
 1 Series,2016,Semi-Auto,Petrol,bmw,37.7,3.0
 1 Series,2016,Semi-Auto,Petrol,bmw,39.8,3.0
 1 Series,2016,Semi-Auto,Petrol,bmw,47.9,1.6
 1 Series,2016,Semi-Auto,Petrol,bmw,54.3,1.5
 1 Series,2016,Semi-Auto,Petrol,bmw,55.5,1.5
 1 Series,2016,Semi-Auto,Petrol,bmw,58.9,1.5
 1 Series,2017,Automatic,Diesel,bmw,60.1,2.0
 1 Series,2017,Automatic,Diesel,bmw,61.4,2.0
 1 Series,2017,Automatic,Diesel,bmw,62.8,2.0
 1 Series,2017,Automatic,Diesel,bmw,65.7,2.0
 1 Series,2017,Automatic,Diesel,bmw,67.3,2.0
 1 Series,2017,Automatic,Diesel,bmw,68.9,1.5
 1 Series,2017,Automatic,Diesel,bmw,70.6,2.0
 1 Series,2017,Automatic,Diesel,bmw,72.4,1.5
 1 Series,2017,Automatic,Diesel,bmw,74.3,2.0
 1 Series,2017,Automatic,Petrol,bmw,39.8,3.0
 1 Series,2017,Automatic,Petrol,bmw,47.9,2.0
 1 Series,2017,Automatic,Petrol,bmw,54.3,1.5
 1 Series,2017,Automatic,Petrol,bmw,55.5,1.5
 1 Series,2017,Automatic,Petrol,bmw,58.9,1.5
 1 Series,2017,Manual,Diesel,bmw,62.8,2.0
 1 Series,2017,Manual,Diesel,bmw,65.7,2.0
 1 Series,2017,Manual,Diesel,bmw,68.9,2.0
 1 Series,2017,Manual,Diesel,bmw,70.6,1.5
 1 Series,2017,Manual,Diesel,bmw,72.4,1.5
 1 Series,2017,Manual,Diesel,bmw,78.5,1.5
 1 Series,2017,Manual,Diesel,bmw,83.1,1.5
 1 Series,2017,Manual,Petrol,bmw,36.2,3.0
 1 Series,2017,Manual,Petrol,bmw,46.3,2.0
 1 Series,2017,Manual,Petrol,bmw,47.1,2.0
 1 Series,2017,Manual,Petrol,bmw,52.3,1.5
 1 Series,2017,Manual,Petrol,bmw,53.3,1.5
 1 Series,2017,Manual,Petrol,bmw,56.5,1.5
 1 Series,2017,Semi-Auto,Diesel,bmw,60.1,2.0
 1 Series,2017,Semi-Auto,Diesel,bmw,61.4,2.0
 1 Series,2017,Semi-Auto,Diesel,bmw,62.8,2.0
 1 Series,2017,Semi-Auto,Diesel,bmw,65.7,2.0
 1 Series,2017,Semi-Auto,Diesel,bmw,67.3,2.0
 1 Series,2017,Semi-Auto,Diesel,bmw,68.9,2.0
 1 Series,2017,Semi-Auto,Diesel,bmw,70.6,2.0
 1 Series,2017,Semi-Auto,Diesel,bmw,72.4,1.5
 1 Series,2017,Semi-Auto,Diesel,bmw,78.5,1.5
 1 Series,2017,Semi-Auto,Petrol,bmw,39.8,3.0
 1 Series,2017,Semi-Auto,Petrol,bmw,47.9,2.0
 1 Series,2017,Semi-Auto,Petrol,bmw,48.7,2.0
 1 Series,2017,Semi-Auto,Petrol,bmw,54.3,1.5
 1 Series,2017,Semi-Auto,Petrol,bmw,55.5,1.5
 1 Series,2017,Semi-Auto,Petrol,bmw,58.9,1.5
 1 Series,2018,Automatic,Diesel,bmw,44.1,2.0
 1 Series,2018,Automatic,Diesel,bmw,48.7,2.0
 1 Series,2018,Automatic,Diesel,bmw,49.6,2.0
 1 Series,2018,Automatic,Petrol,bmw,32.5,3.0
 1 Series,2018,Automatic,Petrol,bmw,36.7,2.0
 1 Series,2018,Automatic,Petrol,bmw,37.2,1.5
 1 Series,2018,Automatic,Petrol,bmw,39.8,3.0
 1 Series,2018,Automatic,Petrol,bmw,47.9,2.0
 1 Series,2018,Automatic,Petrol,bmw,48.7,2.0
 1 Series,2018,Automatic,Petrol,bmw,54.3,1.5
 1 Series,2018,Automatic,Petrol,bmw,55.5,1.5
 1 Series,2018,Automatic,Petrol,bmw,58.9,1.5
 1 Series,2018,Manual,Diesel,bmw,49.6,2.0
 1 Series,2018,Manual,Diesel,bmw,50.4,1.5
 1 Series,2018,Manual,Diesel,bmw,51.4,1.5
 1 Series,2018,Manual,Diesel,bmw,53.3,1.5
 1 Series,2018,Manual,Diesel,bmw,62.8,2.0
 1 Series,2018,Manual,Diesel,bmw,65.7,2.0
 1 Series,2018,Manual,Diesel,bmw,68.9,2.0
 1 Series,2018,Manual,Diesel,bmw,72.4,1.5
 1 Series,2018,Manual,Diesel,bmw,78.5,1.5
 1 Series,2018,Manual,Petrol,bmw,36.2,3.0
 1 Series,2018,Manual,Petrol,bmw,37.2,1.5
 1 Series,2018,Manual,Petrol,bmw,37.7,1.5
 1 Series,2018,Manual,Petrol,bmw,38.7,1.5
 1 Series,2018,Manual,Petrol,bmw,46.3,2.0
 1 Series,2018,Manual,Petrol,bmw,47.1,2.0
 1 Series,2018,Manual,Petrol,bmw,52.3,1.5
 1 Series,2018,Manual,Petrol,bmw,53.3,1.5
 1 Series,2018,Semi-Auto,Diesel,bmw,44.1,2.0
 1 Series,2018,Semi-Auto,Diesel,bmw,45.6,2.0
 1 Series,2018,Semi-Auto,Diesel,bmw,47.9,2.0
 1 Series,2018,Semi-Auto,Diesel,bmw,48.7,1.5
 1 Series,2018,Semi-Auto,Diesel,bmw,49.6,2.0
 1 Series,2018,Semi-Auto,Diesel,bmw,60.1,2.0
 1 Series,2018,Semi-Auto,Diesel,bmw,61.4,2.0
 1 Series,2018,Semi-Auto,Diesel,bmw,65.7,2.0
 1 Series,2018,Semi-Auto,Diesel,bmw,67.3,2.0
 1 Series,2018,Semi-Auto,Diesel,bmw,68.9,1.5
 1 Series,2018,Semi-Auto,Diesel,bmw,72.4,1.5
 1 Series,2018,Semi-Auto,Petrol,bmw,32.5,3.0
 1 Series,2018,Semi-Auto,Petrol,bmw,36.7,2.0
 1 Series,2018,Semi-Auto,Petrol,bmw,37.2,1.5
 1 Series,2018,Semi-Auto,Petrol,bmw,39.8,3.0
 1 Series,2018,Semi-Auto,Petrol,bmw,47.9,2.0
 1 Series,2018,Semi-Auto,Petrol,bmw,48.7,2.0
 1 Series,2018,Semi-Auto,Petrol,bmw,54.3,1.5
 1 Series,2018,Semi-Auto,Petrol,bmw,55.5,1.5
 1 Series,2018,Semi-Auto,Petrol,bmw,58.9,1.5
 1 Series,2019,Automatic,Diesel,bmw,47.9,1.5
 1 Series,2019,Automatic,Diesel,bmw,48.7,2.0
 1 Series,2019,Automatic,Diesel,bmw,51.4,2.0
 1 Series,2019,Automatic,Diesel,bmw,61.4,2.0
 1 Series,2019,Automatic,Diesel,bmw,65.7,2.0
 1 Series,2019,Automatic,Diesel,bmw,67.3,2.0
 1 Series,2019,Automatic,Diesel,bmw,68.9,1.5
 1 Series,2019,Automatic,Diesel,bmw,70.6,2.0
 1 Series,2019,Automatic,Diesel,bmw,72.4,1.5
 1 Series,2019,Automatic,Diesel,bmw,78.5,1.5
 1 Series,2019,Automatic,Petrol,bmw,34.5,2.0
 1 Series,2019,Automatic,Petrol,bmw,36.7,1.5
 1 Series,2019,Automatic,Petrol,bmw,38.7,1.5
 1 Series,2019,Automatic,Petrol,bmw,39.8,3.0
 1 Series,2019,Automatic,Petrol,bmw,40.4,1.5
 1 Series,2019,Automatic,Petrol,bmw,42.8,1.5
 1 Series,2019,Automatic,Petrol,bmw,47.9,2.0
 1 Series,2019,Automatic,Petrol,bmw,48.7,2.0
 1 Series,2019,Automatic,Petrol,bmw,54.3,1.5
 1 Series,2019,Automatic,Petrol,bmw,55.5,1.5
 1 Series,2019,Manual,Diesel,bmw,53.3,2.0
 1 Series,2019,Manual,Diesel,bmw,56.5,2.0
 1 Series,2019,Manual,Diesel,bmw,57.7,1.5
 1 Series,2019,Manual,Diesel,bmw,58.9,1.5
 1 Series,2019,Manual,Diesel,bmw,65.7,2.0
 1 Series,2019,Manual,Diesel,bmw,68.9,2.0
 1 Series,2019,Manual,Diesel,bmw,70.6,1.5
 1 Series,2019,Manual,Diesel,bmw,72.4,1.5
 1 Series,2019,Manual,Diesel,bmw,78.5,1.5
 1 Series,2019,Manual,Petrol,bmw,38.7,1.5
 1 Series,2019,Manual,Petrol,bmw,41.5,1.5
 1 Series,2019,Manual,Petrol,bmw,44.1,1.5
 1 Series,2019,Manual,Petrol,bmw,44.8,1.5
 1 Series,2019,Manual,Petrol,bmw,52.3,1.5
 1 Series,2019,Manual,Petrol,bmw,53.3,1.5
 1 Series,2019,Manual,Petrol,bmw,56.5,1.5
 1 Series,2019,Semi-Auto,Diesel,bmw,47.9,1.5
 1 Series,2019,Semi-Auto,Diesel,bmw,48.7,2.0
 1 Series,2019,Semi-Auto,Diesel,bmw,50.4,2.0
 1 Series,2019,Semi-Auto,Diesel,bmw,51.4,2.0
 1 Series,2019,Semi-Auto,Diesel,bmw,53.3,2.0
 1 Series,2019,Semi-Auto,Diesel,bmw,57.7,1.5
 1 Series,2019,Semi-Auto,Diesel,bmw,60.1,2.0
 1 Series,2019,Semi-Auto,Diesel,bmw,62.8,2.0
 1 Series,2019,Semi-Auto,Diesel,bmw,65.7,2.0
 1 Series,2019,Semi-Auto,Diesel,bmw,67.3,2.0
 1 Series,2019,Semi-Auto,Diesel,bmw,68.9,2.0
 1 Series,2019,Semi-Auto,Diesel,bmw,70.6,2.0
 1 Series,2019,Semi-Auto,Diesel,bmw,72.4,1.5
 1 Series,2019,Semi-Auto,Diesel,bmw,74.3,2.0
 1 Series,2019,Semi-Auto,Diesel,bmw,78.5,1.5
 1 Series,2019,Semi-Auto,Petrol,bmw,34.5,2.0
 1 Series,2019,Semi-Auto,Petrol,bmw,36.7,1.5
 1 Series,2019,Semi-Auto,Petrol,bmw,39.8,3.0
 1 Series,2019,Semi-Auto,Petrol,bmw,40.4,1.5
 1 Series,2019,Semi-Auto,Petrol,bmw,42.8,1.5
 1 Series,2019,Semi-Auto,Petrol,bmw,43.5,1.5
 1 Series,2019,Semi-Auto,Petrol,bmw,47.9,2.0
 1 Series,2019,Semi-Auto,Petrol,bmw,48.7,2.0
 1 Series,2019,Semi-Auto,Petrol,bmw,54.3,1.5
 1 Series,2019,Semi-Auto,Petrol,bmw,55.5,1.5
 1 Series,2020,Automatic,Diesel,bmw,48.7,2.0
 1 Series,2020,Automatic,Diesel,bmw,51.4,2.0
 1 Series,2020,Automatic,Petrol,bmw,40.4,1.5
 1 Series,2020,Manual,Diesel,bmw,53.3,2.0
 1 Series,2020,Manual,Diesel,bmw,57.7,1.5
 1 Series,2020,Manual,Petrol,bmw,41.5,1.5
 1 Series,2020,Manual,Petrol,bmw,44.1,1.5
 1 Series,2020,Semi-Auto,Diesel,bmw,48.7,2.0
 1 Series,2020,Semi-Auto,Diesel,bmw,51.4,2.0
 1 Series,2020,Semi-Auto,Diesel,bmw,57.7,1.5
 1 Series,2020,Semi-Auto,Petrol,bmw,34.5,2.0
 1 Series,2020,Semi-Auto,Petrol,bmw,40.4,1.5
 1 Series,2020,Semi-Auto,Petrol,bmw,42.8,1.5
 2 Series,2014,Automatic,Petrol,bmw,37.2,3.0
 2 Series,2014,Automatic,Petrol,bmw,47.1,2.0
 2 Series,2014,Manual,Diesel,bmw,58.9,2.0
 2 Series,2014,Manual,Diesel,bmw,62.8,2.0
 2 Series,2014,Manual,Diesel,bmw,68.9,2.0
 2 Series,2014,Manual,Petrol,bmw,42.8,2.0
 2 Series,2014,Manual,Petrol,bmw,44.8,2.0
 2 Series,2014,Semi-Auto,Diesel,bmw,65.7,2.0
 2 Series,2014,Semi-Auto,Petrol,bmw,37.2,3.0
 2 Series,2015,Automatic,Diesel,bmw,55.4,2.0
 2 Series,2015,Automatic,Diesel,bmw,57.6,2.0
 2 Series,2015,Automatic,Diesel,bmw,61.4,2.0
 2 Series,2015,Automatic,Diesel,bmw,62.8,2.0
 2 Series,2015,Automatic,Diesel,bmw,67.3,2.0
 2 Series,2015,Automatic,Diesel,bmw,68.9,2.0
 2 Series,2015,Automatic,Petrol,bmw,37.2,3.0
 2 Series,2015,Automatic,Petrol,bmw,43.5,2.0
 2 Series,2015,Automatic,Petrol,bmw,44.1,2.0
 2 Series,2015,Automatic,Petrol,bmw,47.1,2.0
 2 Series,2015,Automatic,Petrol,bmw,50.4,2.0
 2 Series,2015,Automatic,Petrol,bmw,53.3,1.5
 2 Series,2015,Automatic,Petrol,bmw,55.4,1.5
 2 Series,2015,Manual,Diesel,bmw,60.1,2.0
 2 Series,2015,Manual,Diesel,bmw,62.8,2.0
 2 Series,2015,Manual,Diesel,bmw,64.2,2.0
 2 Series,2015,Manual,Diesel,bmw,65.7,2.0
 2 Series,2015,Manual,Diesel,bmw,68.9,2.0
 2 Series,2015,Manual,Diesel,bmw,74.3,1.5
 2 Series,2015,Manual,Petrol,bmw,34.9,3.0
 2 Series,2015,Manual,Petrol,bmw,47.1,1.5
 2 Series,2015,Manual,Petrol,bmw,47.9,2.0
 2 Series,2015,Manual,Petrol,bmw,50.4,1.5
 2 Series,2015,Manual,Petrol,bmw,53.3,1.5
 2 Series,2015,Manual,Petrol,bmw,54.3,1.5
 2 Series,2015,Manual,Petrol,bmw,57.6,1.5
 2 Series,2015,Semi-Auto,Diesel,bmw,57.6,2.0
 2 Series,2015,Semi-Auto,Diesel,bmw,58.9,2.0
 2 Series,2015,Semi-Auto,Diesel,bmw,61.4,2.0
 2 Series,2015,Semi-Auto,Diesel,bmw,64.2,2.0
 2 Series,2015,Semi-Auto,Diesel,bmw,65.7,2.0
 2 Series,2015,Semi-Auto,Diesel,bmw,68.9,2.0
 2 Series,2015,Semi-Auto,Petrol,bmw,35.8,3.0
 2 Series,2015,Semi-Auto,Petrol,bmw,37.2,3.0
 2 Series,2015,Semi-Auto,Petrol,bmw,43.5,2.0
 2 Series,2015,Semi-Auto,Petrol,bmw,44.1,2.0
 2 Series,2015,Semi-Auto,Petrol,bmw,47.1,2.0
 2 Series,2015,Semi-Auto,Petrol,bmw,47.9,2.0
 2 Series,2015,Semi-Auto,Petrol,bmw,50.4,2.0
 2 Series,2015,Semi-Auto,Petrol,bmw,51.4,1.5
 2 Series,2015,Semi-Auto,Petrol,bmw,55.4,1.5
 2 Series,2016,Automatic,Diesel,bmw,55.4,2.0
 2 Series,2016,Automatic,Diesel,bmw,57.6,2.0
 2 Series,2016,Automatic,Diesel,bmw,62.8,2.0
 2 Series,2016,Automatic,Diesel,bmw,64.2,2.0
 2 Series,2016,Automatic,Diesel,bmw,65.7,2.0
 2 Series,2016,Automatic,Diesel,bmw,67.3,2.0
 2 Series,2016,Automatic,Diesel,bmw,68.9,2.0
 2 Series,2016,Automatic,Diesel,bmw,72.4,1.5
 2 Series,2016,Automatic,Hybrid,bmw,141.2,1.5
 2 Series,2016,Automatic,Petrol,bmw,37.2,3.0
 2 Series,2016,Automatic,Petrol,bmw,38.2,3.0
 2 Series,2016,Automatic,Petrol,bmw,39.8,3.0
 2 Series,2016,Automatic,Petrol,bmw,44.1,2.0
 2 Series,2016,Automatic,Petrol,bmw,46.3,2.0
 2 Series,2016,Automatic,Petrol,bmw,50.4,2.0
 2 Series,2016,Automatic,Petrol,bmw,51.4,1.5
 2 Series,2016,Automatic,Petrol,bmw,53.3,1.5
 2 Series,2016,Manual,Diesel,bmw,60.1,2.0
 2 Series,2016,Manual,Diesel,bmw,61.4,2.0
 2 Series,2016,Manual,Diesel,bmw,62.8,2.0
 2 Series,2016,Manual,Diesel,bmw,64.2,2.0
 2 Series,2016,Manual,Diesel,bmw,65.7,2.0
 2 Series,2016,Manual,Diesel,bmw,67.3,1.5
 2 Series,2016,Manual,Diesel,bmw,68.9,2.0
 2 Series,2016,Manual,Diesel,bmw,74.3,1.5
 2 Series,2016,Manual,Petrol,bmw,34.9,3.0
 2 Series,2016,Manual,Petrol,bmw,36.2,3.0
 2 Series,2016,Manual,Petrol,bmw,42.8,2.0
 2 Series,2016,Manual,Petrol,bmw,44.1,2.0
 2 Series,2016,Manual,Petrol,bmw,44.8,2.0
 2 Series,2016,Manual,Petrol,bmw,47.1,1.5
 2 Series,2016,Manual,Petrol,bmw,48.7,1.5
 2 Series,2016,Manual,Petrol,bmw,50.4,1.5
 2 Series,2016,Manual,Petrol,bmw,52.3,1.5
 2 Series,2016,Manual,Petrol,bmw,53.3,1.5
 2 Series,2016,Manual,Petrol,bmw,55.4,1.5
 2 Series,2016,Manual,Petrol,bmw,57.6,1.5
 2 Series,2016,Semi-Auto,Diesel,bmw,55.4,2.0
 2 Series,2016,Semi-Auto,Diesel,bmw,57.6,2.0
 2 Series,2016,Semi-Auto,Diesel,bmw,60.1,2.0
 2 Series,2016,Semi-Auto,Diesel,bmw,61.4,2.0
 2 Series,2016,Semi-Auto,Diesel,bmw,62.8,2.0
 2 Series,2016,Semi-Auto,Diesel,bmw,64.2,2.0
 2 Series,2016,Semi-Auto,Diesel,bmw,67.3,2.0
 2 Series,2016,Semi-Auto,Diesel,bmw,68.9,1.5
 2 Series,2016,Semi-Auto,Diesel,bmw,72.4,1.5
 2 Series,2016,Semi-Auto,Petrol,bmw,35.8,3.0
 2 Series,2016,Semi-Auto,Petrol,bmw,37.2,3.0
 2 Series,2016,Semi-Auto,Petrol,bmw,39.8,3.0
 2 Series,2016,Semi-Auto,Petrol,bmw,43.5,2.0
